search_term	db_term	search_field
SRZ4012394	SRZ4012394	sample_name
SRZ4012396	SRZ4012396	sample_name
SRZ4012400	SRZ4012400	sample_name
SRZ4012402	SRZ4012402	sample_name
SRZ4012404	SRZ4012404	sample_name
SRZ4012406	SRZ4012406	sample_name
SRZ4012408	SRZ4012408	sample_name
SRZ4012410	SRZ4012410	sample_name
SRZ4012415	SRZ4012415	sample_name
SRZ4012417	SRZ4012417	sample_name
SRZ4012420	SRZ4012420	sample_name
SRZ4012423	SRZ4012423	sample_name
SRZ4012426	SRZ4012426	sample_name
SRZ497904	SRZ497904	sample_name
SRZ497907	SRZ497907	sample_name
SRZ497912	SRZ497912	sample_name
SRZ497914	SRZ497914	sample_name
SRZ497917	SRZ497917	sample_name
SRZ497922	SRZ497922	sample_name
SRZ5109941	SRZ5109941	sample_name
SRZ5195540	SRZ5195540	sample_name
SRZ5195542	SRZ5195542	sample_name
SRZ5195544	SRZ5195544	sample_name
SRZ5195546	SRZ5195546	sample_name
SRZ5251072	SRZ5251072	sample_name
SRZ5251074	SRZ5251074	sample_name
SRZ5298779	SRZ5298779	sample_name
SRZ5298783	SRZ5298783	sample_name
SRZ5298787	SRZ5298787	sample_name
SRZ5364052	SRZ5364052	sample_name
SRZ5364053	SRZ5364053	sample_name
SRZ5364056	SRZ5364056	sample_name
SRZ5364057	SRZ5364057	sample_name
SRZ5364060	SRZ5364060	sample_name
SRZ5364063	SRZ5364063	sample_name
SRZ5364064	SRZ5364064	sample_name
SRZ5364067	SRZ5364067	sample_name
SRZ5364068	SRZ5364068	sample_name
SRZ5364071	SRZ5364071	sample_name
SRZ5364074	SRZ5364074	sample_name
SRZ5364075	SRZ5364075	sample_name
SRZ5364078	SRZ5364078	sample_name
SRZ5364079	SRZ5364079	sample_name
SRZ5364082	SRZ5364082	sample_name
SRZ5364083	SRZ5364083	sample_name
SRZ5364086	SRZ5364086	sample_name
SRZ5364087	SRZ5364087	sample_name
SRZ5364090	SRZ5364090	sample_name
SRZ5364091	SRZ5364091	sample_name
SRZ5364094	SRZ5364094	sample_name
SRZ5364095	SRZ5364095	sample_name
SRZ5364098	SRZ5364098	sample_name
SRZ5364099	SRZ5364099	sample_name
SRZ543417	SRZ543417	sample_name
SRZ543419	SRZ543419	sample_name
SRZ544876	SRZ544876	sample_name
SRZ579299	SRZ579299	sample_name
SRZ579310	SRZ579310	sample_name
SRZ579319	SRZ579319	sample_name
SRZ579324	SRZ579324	sample_name
SRZ579335	SRZ579335	sample_name
SRZ579342	SRZ579342	sample_name
SRZ579347	SRZ579347	sample_name
SRZ579353	SRZ579353	sample_name
SRZ579360	SRZ579360	sample_name
SRZ579364	SRZ579364	sample_name
SRZ579370	SRZ579370	sample_name
SRZ5861742	SRZ5861742	sample_name
SRZ5861744	SRZ5861744	sample_name
SRZ5861746	SRZ5861746	sample_name
SRZ5861748	SRZ5861748	sample_name
SRZ5861750	SRZ5861750	sample_name
SRZ5861752	SRZ5861752	sample_name
SRZ5861754	SRZ5861754	sample_name
SRZ5861756	SRZ5861756	sample_name
SRZ5861758	SRZ5861758	sample_name
SRZ5861760	SRZ5861760	sample_name
SRZ5861762	SRZ5861762	sample_name
SRZ5861764	SRZ5861764	sample_name
SRZ5861766	SRZ5861766	sample_name
SRZ5861768	SRZ5861768	sample_name
SRZ5861770	SRZ5861770	sample_name
SRZ5861772	SRZ5861772	sample_name
SRZ5861774	SRZ5861774	sample_name
SRZ5861776	SRZ5861776	sample_name
SRZ5861778	SRZ5861778	sample_name
SRZ5861780	SRZ5861780	sample_name
SRZ5861782	SRZ5861782	sample_name
SRZ5861784	SRZ5861784	sample_name
SRZ5861786	SRZ5861786	sample_name
SRZ5861788	SRZ5861788	sample_name
SRZ5861790	SRZ5861790	sample_name
SRZ5861792	SRZ5861792	sample_name
SRZ5861794	SRZ5861794	sample_name
SRZ5861796	SRZ5861796	sample_name
SRZ5861798	SRZ5861798	sample_name
SRZ5861800	SRZ5861800	sample_name
SRZ5944049	SRZ5944049	sample_name
SRZ5944050	SRZ5944050	sample_name
SRZ5944950	SRZ5944950	sample_name
SRZ5944951	SRZ5944951	sample_name
SRZ611824	SRZ611824	sample_name
SRZ611829	SRZ611829	sample_name
SRZ6290499	SRZ6290499	sample_name
SRZ6290503	SRZ6290503	sample_name
SRZ6290507	SRZ6290507	sample_name
SRZ6290511	SRZ6290511	sample_name
SRZ6290515	SRZ6290515	sample_name
SRZ6290519	SRZ6290519	sample_name
SRZ6290523	SRZ6290523	sample_name
SRZ6290527	SRZ6290527	sample_name
SRZ6290531	SRZ6290531	sample_name
SRZ6290535	SRZ6290535	sample_name
SRZ6290539	SRZ6290539	sample_name
SRZ6290543	SRZ6290543	sample_name
SRZ6290547	SRZ6290547	sample_name
SRZ6290551	SRZ6290551	sample_name
SRZ6290555	SRZ6290555	sample_name
SRZ6290559	SRZ6290559	sample_name
SRZ6376816	SRZ6376816	sample_name
SRZ6376818	SRZ6376818	sample_name
SRZ6376821	SRZ6376821	sample_name
SRZ6376823	SRZ6376823	sample_name
SRZ6376824	SRZ6376824	sample_name
SRZ6376829	SRZ6376829	sample_name
SRZ6427123	SRZ6427123	sample_name
SRZ6427125	SRZ6427125	sample_name
SRZ6427127	SRZ6427127	sample_name
SRZ6427129	SRZ6427129	sample_name
SRZ6497147	SRZ6497147	sample_name
SRZ6497149	SRZ6497149	sample_name
SRZ6497151	SRZ6497151	sample_name
SRZ6497153	SRZ6497153	sample_name
SRZ6497155	SRZ6497155	sample_name
SRZ6497157	SRZ6497157	sample_name
SRZ6661079	SRZ6661079	sample_name
SRZ6661080	SRZ6661080	sample_name
SRZ6661085	SRZ6661085	sample_name
SRZ7184276	SRZ7184276	sample_name
SRZ7184278	SRZ7184278	sample_name
SRZ7184280	SRZ7184280	sample_name
SRZ7184282	SRZ7184282	sample_name
SRZ7349475	SRZ7349475	sample_name
SRZ7349477	SRZ7349477	sample_name
SRZ7349479	SRZ7349479	sample_name
SRZ7349481	SRZ7349481	sample_name
SRZ7349483	SRZ7349483	sample_name
SRZ7349485	SRZ7349485	sample_name
SRZ7349487	SRZ7349487	sample_name
SRZ7349489	SRZ7349489	sample_name
SRZ7349491	SRZ7349491	sample_name
SRZ7349493	SRZ7349493	sample_name
SRZ7349495	SRZ7349495	sample_name
SRZ7349497	SRZ7349497	sample_name
SRZ7349499	SRZ7349499	sample_name
SRZ7349501	SRZ7349501	sample_name
SRZ7349503	SRZ7349503	sample_name
SRZ7349505	SRZ7349505	sample_name
SRZ7349507	SRZ7349507	sample_name
SRZ7349509	SRZ7349509	sample_name
SRZ7349511	SRZ7349511	sample_name
SRZ7349513	SRZ7349513	sample_name
SRZ7458410	SRZ7458410	sample_name
SRZ7458412	SRZ7458412	sample_name
SRZ7458414	SRZ7458414	sample_name
SRZ7458419	SRZ7458419	sample_name
SRZ7458421	SRZ7458421	sample_name
SRZ7458423	SRZ7458423	sample_name
SRZ7741169	SRZ7741169	sample_name
SRZ7741171	SRZ7741171	sample_name
SRZ7741173	SRZ7741173	sample_name
SRZ7741175	SRZ7741175	sample_name
SRZ7741177	SRZ7741177	sample_name
SRZ7741179	SRZ7741179	sample_name
SRZ7746868	SRZ7746868	sample_name
SRZ7746871	SRZ7746871	sample_name
SRZ7746874	SRZ7746874	sample_name
SRZ7746877	SRZ7746877	sample_name
SRZ7746880	SRZ7746880	sample_name
SRZ7746883	SRZ7746883	sample_name
SRZ7746886	SRZ7746886	sample_name
SRZ7746889	SRZ7746889	sample_name
SRZ7746900	SRZ7746900	sample_name
SRZ7746902	SRZ7746902	sample_name
SRZ7746904	SRZ7746904	sample_name
SRZ7746906	SRZ7746906	sample_name
SRZ7879154	SRZ7879154	sample_name
SRZ7879156	SRZ7879156	sample_name
SRZ7879158	SRZ7879158	sample_name
SRZ7879160	SRZ7879160	sample_name
SRZ7879168	SRZ7879168	sample_name
SRZ7879172	SRZ7879172	sample_name
SRZ7879175	SRZ7879175	sample_name
SRZ7879179	SRZ7879179	sample_name
SRZ826209	SRZ826209	sample_name
SRZ826217	SRZ826217	sample_name
SRZ826225	SRZ826225	sample_name
SRZ8283303	SRZ8283303	sample_name
SRZ8283305	SRZ8283305	sample_name
SRZ8283307	SRZ8283307	sample_name
SRZ8283309	SRZ8283309	sample_name
SRZ8713368	SRZ8713368	sample_name
SRZ8713371	SRZ8713371	sample_name
SRZ8795359	SRZ8795359	sample_name
SRZ8795367	SRZ8795367	sample_name
SRZ8795375	SRZ8795375	sample_name
SRZ8795383	SRZ8795383	sample_name
SRZ8795391	SRZ8795391	sample_name
SRZ8795399	SRZ8795399	sample_name
SRZ8795407	SRZ8795407	sample_name
SRZ8795415	SRZ8795415	sample_name
SRZ8795423	SRZ8795423	sample_name
SRZ8795431	SRZ8795431	sample_name
SRZ8795439	SRZ8795439	sample_name
SRZ8795447	SRZ8795447	sample_name
SRZ8795455	SRZ8795455	sample_name
SRZ8795463	SRZ8795463	sample_name
SRZ8795471	SRZ8795471	sample_name
SRZ8795479	SRZ8795479	sample_name
SRZ8795487	SRZ8795487	sample_name
SRZ8795495	SRZ8795495	sample_name
SRZ9007617	SRZ9007617	sample_name
SRZ9007619	SRZ9007619	sample_name
SRZ9007622	SRZ9007622	sample_name
SRZ9007625	SRZ9007625	sample_name
SRZ9007627	SRZ9007627	sample_name
SRZ929970	SRZ929970	sample_name
SRZ929974	SRZ929974	sample_name
SRZ929981	SRZ929981	sample_name
SRZ930649	SRZ930649	sample_name
SRZ930653	SRZ930653	sample_name
SRZ930655	SRZ930655	sample_name
SRZ930657	SRZ930657	sample_name
SRZ930659	SRZ930659	sample_name
SRZ930663	SRZ930663	sample_name
SRZ930665	SRZ930665	sample_name
SRZ930667	SRZ930667	sample_name
SRZ930677	SRZ930677	sample_name
SRZ930682	SRZ930682	sample_name
SRZ930691	SRZ930691	sample_name
SRZ930695	SRZ930695	sample_name
SRZ930701	SRZ930701	sample_name
SRZ930707	SRZ930707	sample_name
SRZ930712	SRZ930712	sample_name
SRZ935093	SRZ935093	sample_name
SRZ935095	SRZ935095	sample_name
SRZ935097	SRZ935097	sample_name
SRZ935099	SRZ935099	sample_name
SRZ935101	SRZ935101	sample_name
SRZ935103	SRZ935103	sample_name
SRZ935105	SRZ935105	sample_name
SRZ935107	SRZ935107	sample_name
SRZ935109	SRZ935109	sample_name
SRZ935111	SRZ935111	sample_name
SRZ935113	SRZ935113	sample_name
SRZ935115	SRZ935115	sample_name
SRZ935121	SRZ935121	sample_name
SRZ942404	SRZ942404	sample_name
SRZ942407	SRZ942407	sample_name
SRZ942410	SRZ942410	sample_name
SRZ942413	SRZ942413	sample_name
SRZ942415	SRZ942415	sample_name
SRZ942418	SRZ942418	sample_name
SRZ942421	SRZ942421	sample_name
SRZ942423	SRZ942423	sample_name
SRZ942425	SRZ942425	sample_name
SRZ942429	SRZ942429	sample_name
SRZ942433	SRZ942433	sample_name
SRZ942436	SRZ942436	sample_name
SRZ942439	SRZ942439	sample_name
SRZ942443	SRZ942443	sample_name
SRZ942446	SRZ942446	sample_name
SRZ942449	SRZ942449	sample_name
SRZ9833428	SRZ9833428	sample_name
SRZ9833431	SRZ9833431	sample_name
SRZ9833434	SRZ9833434	sample_name
STI-571	STI-571	treatment
STI571	STI-571	treatment
SUDHL4	SUDHL4	cell_type
SW-480	SW480	cell_type
SW480	SW480	cell_type
Salony	Salony	first_author
Salony2016akt	Salony2016akt	paper_name
Sandelin	Sandelin	last_author
Sander	Sander	last_author
Santoriello	Santoriello	first_author
Santoriello2020rna	Santoriello2020rna	paper_name
Saponaro	Saponaro	first_author
Saponaro2014recql5	Saponaro2014recql5	paper_name
Sasse	Sasse	first_author
Sasse2019nascent	Sasse2019nascent	paper_name
Sathyan	Sathyan	first_author
Sathyan2019improved	Sathyan2019improved	paper_name
Saunders	Saunders	first_author
Saunders2013extensive	Saunders2013extensive	paper_name
Sawarkar	Sawarkar	last_author
Schaaf	Schaaf	first_author
Schaaf2013genome	Schaaf2013genome	paper_name
Schaukowitch	Schaukowitch	first_author
Schaukowitch2017intrinsic	Schaukowitch2017intrinsic	paper_name
Schick	Schick	first_author
Schick2021acute	Schick2021acute	paper_name
Schoeberl	Schoeberl	first_author
Schoeberl2012biased	Schoeberl2012biased	paper_name
Schwer	Schwer	last_author
Sen	Sen	first_author
Sen2019histone	Sen2019histone	paper_name
Sendinc	Sendinc	first_author
Sendinc2019pcif1	Sendinc2019pcif1	paper_name
Shamie	Shamie	first_author
Shamie2020unpublished	Shamie2020unpublished	paper_name
Sheffield	Sheffield	last_author
Sheridan	Sheridan	first_author
Sheridan2019widespread	Sheridan2019widespread	paper_name
Shi	Shi	last_author
Shiekhattar	Shiekhattar	last_author
Shilatifard	Shilatifard	last_author
Shyr	Shyr	last_author
Sienski	Sienski	first_author
Sienski2012transcriptional	Sienski2012transcriptional	paper_name
Siepel	Siepel	last_author
Sigova	Sigova	first_author
Sigova2013divergent	Sigova2013divergent	paper_name
Sigova2015transcription	Sigova2015transcription	paper_name
Sinclair	Sinclair	last_author
Sirt6 -/-	Sirt6 -/-	genotype
Sistonen	Sistonen	last_author
SkowronskaKrawczyk	SkowronskaKrawczyk	first_author
Skowronskakrawczyk2014required	Skowronskakrawczyk2014required	paper_name
Slobodin	Slobodin	first_author
Slobodin2017transcription	Slobodin2017transcription	paper_name
Smarca4 -/-; Smarca2 dTAG-inducible degron	Smarca4 -/-; Smarca2 dTAG-inducible degron	genotype
Smarca4 dTAG-inducible degron	Smarca4 dTAG-inducible degron	genotype
Smcx -/-	Smcx -/-	genotype
Smith	Smith	first_author
Smith2021peppro	Smith2021peppro	paper_name
Snyder	Snyder	last_author
Soccio	Soccio	first_author
Soccio2015genetic	Soccio2015genetic	paper_name
Spt5 V1008D	Spt5 V1008D	genotype
Spt5-Pol II small-molecule inhibitor 21	Spt5-Pol II small-molecule inhibitor 21	treatment
Spt5l mut	Spt5l mut	genotype
Srf (stable)	Srf (stable)	genotype
Srf S103A (stable)	Srf S103A (stable)	genotype
Srf S103D (stable)	Srf S103D (stable)	genotype
Srsf1 -/-; dox-repressible Srsf1 exogenous (stable)	Srsf1 -/-; dox-repressible Srsf1 exogenous (stable)	genotype
Steinparzer	Steinparzer	first_author
Steinparzer2019transcriptional	Steinparzer2019transcriptional	paper_name
Stender	Stender	first_author
Stender2017structural	Stender2017structural	paper_name
Stengel	Stengel	first_author
Stengel2019histone	Stengel2019histone	paper_name
Stengel2020definition	Stengel2020definition	paper_name
Step	Step	first_author
Step2014antidiabetic	Step2014antidiabetic	paper_name
Strikoudis	Strikoudis	first_author
Strikoudis2016regulation	Strikoudis2016regulation	paper_name
Sumida	Sumida	first_author
Sumida2018ultra	Sumida2018ultra	paper_name
Sun	Sun	first_author
Sun	Sun	last_author
Sun2017enhancer	Sun2017enhancer	paper_name
Suvr2 mut	Suvr2 mut	genotype
Svejstrup	Svejstrup	last_author
T thermophila	T. thermophila	organism
T-47D	T47D	cell_type
T-98G	T98G	cell_type
T. thermophila	T. thermophila	organism
T47D	T47D	cell_type
T98-G	T98G	cell_type
T98G	T98G	cell_type
TAIR10	TAIR10	genome_build
TGF beta	TGF-beta	treatment
TGF-beta	TGF-beta	treatment
TGFb	TGF-beta	treatment
TGFbeta	TGF-beta	treatment
THP-1	THP1	cell_type
THP1	THP1	cell_type
THZ-531	THZ531	treatment
THZ531	THZ531	treatment
TIG-3	TIG-3	cell_type
TIG3	TIG-3	cell_type
TNF alpha	TNF-alpha	treatment
TNF-alpha	TNF-alpha	treatment
TNFa	TNF-alpha	treatment
TNFalpha	TNF-alpha	treatment
TPA	phorbol myristate acetate	treatment
TRExBCBL1	TRExBCBL1	cell_type
TTX	tetrodotoxin	treatment
Taatjes	Taatjes	last_author
Takahashi	Takahashi	first_author
Takahashi2020role	Takahashi2020role	paper_name
Tan	Tan	first_author
Tan2016stress	Tan2016stress	paper_name
Tan2018dismissal	Tan2018dismissal	paper_name
Tansey	Tansey	last_author
Tarakhovsky	Tarakhovsky	last_author
Tastemel	Tastemel	first_author
Tastemel2017transcription	Tastemel2017transcription	paper_name
Tcf3 -/-	Tcf3 -/-	genotype
Tdg -/-	Tdg -/-	genotype
Tdg fl/fl	Tdg fl/fl	genotype
Telese	Telese	first_author
Telese2015lrp8	Telese2015lrp8	paper_name
Tena	Tena	first_author
Tena2020induction	Tena2020induction	paper_name
Teppo	Teppo	first_author
Teppo2016genome	Teppo2016genome	paper_name
Tetrahymena	T. thermophila	organism
Tff1 promoter -/-	Tff1 promoter -/-	genotype
Thomas	Thomas	first_author
Thomas2019interaction	Thomas2019interaction	paper_name
Tian	Tian	last_author
Tir1 (Flp knock-in)	Tir1 (Flp knock-in)	genotype
Tir1 (Flp knock-in); Nelf-C auxin-inducible degron	Tir1 (Flp knock-in); Nelf-C auxin-inducible degron	genotype
Tir1 (Flp knock-in); Nelf-E auxin-inducible degron	Tir1 (Flp knock-in); Nelf-E auxin-inducible degron	genotype
Tome	Tome	first_author
Tome2018single	Tome2018single	paper_name
Toropainen	Toropainen	first_author
Toropainen2016global	Toropainen2016global	paper_name
Trifluoromethoxy carbonylcyanide phenylhydrazone	FCCP	treatment
Trizzino	Trizzino	first_author
Trizzino2018tumor	Trizzino2018tumor	paper_name
Tsirigos	Tsirigos	last_author
Tsix +/-	Tsix +/-	genotype
Ttherm	Ttherm	genome_build
U-2 OS	U2OS	cell_type
U-2OS	U2OS	cell_type
U-87	U87	cell_type
U-936	U936	cell_type
U2 OS	U2OS	cell_type
U2OS	U2OS	cell_type
U87	U87	cell_type
U936	U936	cell_type
UACC-812	UACC812	cell_type
UACC812	UACC812	cell_type
UVC	ultraviolet C	treatment
Ueberschar	Ueberschar	first_author
Ueberschar2019ben	Ueberschar2019ben	paper_name
VCaP	VCaP	cell_type
VEGF-A	VEGF-A	treatment
VEGF-A165	VEGF-A165	treatment
VEGFA	VEGF-A	treatment
Vaid	Vaid	first_author
Vaid2020release	Vaid2020release	paper_name
Veloso	Veloso	first_author
Veloso2013genome-wide	Veloso2013genome-wide	paper_name
Venters	Venters	last_author
Vhb18 heavy chain knock-in	Vhb18 heavy chain knock-in	genotype
Vian	Vian	first_author
Vian2018energetics	Vian2018energetics	paper_name
Vihervaara	Vihervaara	first_author
Vihervaara2017transcriptional	Vihervaara2017transcriptional	paper_name
Vihervaara2021stress	Vihervaara2021stress	paper_name
Viiri	Viiri	first_author
Viiri	Viiri	last_author
Viiri2019extensive	Viiri2019extensive	paper_name
Virgilio	Virgilio	last_author
Vo Ngoc	Vo Ngoc	first_author
W303-1-alpha	W303-1-alpha	strain
W303-1a	W303-1a	strain
Wagner	Wagner	last_author
Wan	Wan	first_author
Wan2020h2bg53d	Wan2020h2bg53d	paper_name
Wang	Wang	first_author
Wang	Wang	last_author
Wang2011reprogramming	Wang2011reprogramming	paper_name
Wang2014rna	Wang2014rna	paper_name
Wang2015epigenetic	Wang2015epigenetic	paper_name
Wang2015lsd1n	Wang2015lsd1n	paper_name
Wang2015molecular	Wang2015molecular	paper_name
Wang2017cell	Wang2017cell	paper_name
Wang2018nascent	Wang2018nascent	paper_name
Wang2019identification	Wang2019identification	paper_name
Wang2020increased	Wang2020increased	paper_name
Wang2020proapoptotic	Wang2020proapoptotic	paper_name
Wassilewskija	Wassilewskija	strain
Wei	Wei	first_author
Wei2016long	Wei2016long	paper_name
Wei2016rbfox2	Wei2016rbfox2	paper_name
Weissmiller	Weissmiller	first_author
Weissmiller2019inhibition	Weissmiller2019inhibition	paper_name
Williams	Williams	first_author
Williams2015pausing	Williams2015pausing	paper_name
Williamson	Williamson	first_author
Williamson2017uv	Williamson2017uv	paper_name
Winter	Winter	last_author
Wnt3a	Wnt3a	treatment
Woo	Woo	first_author
Woo2018ted	Woo2018ted	paper_name
Wu	Wu	first_author
Wu2017indentifying	Wu2017indentifying	paper_name
Wysocka	Wysocka	last_author
XX	XX	genotype
XX; XX DSD insertion +/+	XX; XX DSD insertion +/+	genotype
XX; XX DSD insertion +/-	XX; XX DSD insertion +/-	genotype
XY; XX DSD insertion +/+	XY; XX DSD insertion +/+	genotype
XY; XX DSD insertion +/-	XY; XX DSD insertion +/-	genotype
Xiao	Xiao	first_author
Xiao2019pervasive	Xiao2019pervasive	paper_name
Xpc XP67TMA mut	Xpc XP67TMA mut	genotype
Xrcc4 -/-; p53 -/-	Xrcc4 -/-; p53 -/-	genotype
Xrcc4 -/-; p53 -/-; recurrent genomic break clusters	Xrcc4 -/-; p53 -/-; recurrent genomic break clusters	genotype
Xue	Xue	last_author
Yang	Yang	first_author
Yang2013lncrna	Yang2013lncrna	paper_name
Yang2017glucocorticoid	Yang2017glucocorticoid	paper_name
Yao	Yao	last_author
Yla-Herttuala	Yla-Herttuala	last_author
Young	Young	last_author
Yu	Yu	first_author
Yu2015panoramix	Yu2015panoramix	paper_name
Yu2020negative	Yu2020negative	paper_name
Z mays	Z. mays	organism
Z. mays	Z. mays	organism
ZR-75-1	ZR751	cell_type
ZR-751	ZR751	cell_type
ZR75-1	ZR751	cell_type
ZR751	ZR751	cell_type
Zhang	Zhang	first_author
Zhang2015enhancer	Zhang2015enhancer	paper_name
Zhang2016regulation	Zhang2016regulation	paper_name
Zhang2017hepatic	Zhang2017hepatic	paper_name
Zhang2018timing	Zhang2018timing	paper_name
Zhang2019arerg	Zhang2019arerg	paper_name
Zhang2019fundamental	Zhang2019fundamental	paper_name
Zhang2020bcatenin	Zhang2020bcatenin	paper_name
Zhang2021physiological	Zhang2021physiological	paper_name
Zhao	Zhao	first_author
Zhao2016high	Zhao2016high	paper_name
Zhao2019myod	Zhao2019myod	paper_name
Zhou	Zhou	last_author
Zhu	Zhu	first_author
Zhu2017comprehensive	Zhu2017comprehensive	paper_name
Zhu2018rna	Zhu2018rna	paper_name
Zhu2019non	Zhu2019non	paper_name
Zhu2021calcium	Zhu2021calcium	paper_name
Zmynd8 fl/fl	Zmynd8 fl/fl	genotype
Zmynd8 fl/fl; Cd19-Cre	Zmynd8 fl/fl; Cd19-Cre	genotype
Znf143 auxin-inducible degron; Tir1 knock-in	Znf143 auxin-inducible degron; Tir1 knock-in	genotype
Znf143 auxin-inducible degron; Tir1 knock-in; Arf16-PB1 knock-in	Znf143 auxin-inducible degron; Tir1 knock-in; Arf16-PB1 knock-in	genotype
Zon	Zon	last_author
actD	actinomycin D	treatment
actinomycin	actinomycin D	treatment
actinomycin D	actinomycin D	treatment
activin	activin	treatment
activin A	activin A	treatment
acute myeloid leukemia cell	acute myeloid leukemia cell	cell_type
acyclovir	acyclovir	treatment
adeno Cre	adeno-Cre virus	treatment
adeno Cre virus	adeno-Cre virus	treatment
adeno-Cre	adeno-Cre virus	treatment
adeno-Cre virus	adeno-Cre virus	treatment
adipocyte differentiation protocol	adipocyte differentiation protocol	treatment
adipose	adipose	tissue
airway smooth muscle cell	HASM	cell_type
alpha amanitin	alpha-amanitin	treatment
alpha-amanitin	alpha-amanitin	treatment
alpha-amanitin resistant, dox-inducible Rpb1 N792D (Flp knock-in)	alpha-amanitin resistant, dox-inducible Rpb1 N792D (Flp knock-in)	genotype
alpha-amanitin resistant, dox-inducible Rpb1 N792D/E1126G (Flp knock-in)	alpha-amanitin resistant, dox-inducible Rpb1 N792D/E1126G (Flp knock-in)	genotype
alpha-amanitin resistant, dox-inducible Rpb1 N792D/H1108Y (Flp knock-in)	alpha-amanitin resistant, dox-inducible Rpb1 N792D/H1108Y (Flp knock-in)	genotype
alpha-amanitin resistant, dox-inducible Rpb1 N792D/R749H (Flp knock-in)	alpha-amanitin resistant, dox-inducible Rpb1 N792D/R749H (Flp knock-in)	genotype
amanitin	alpha-amanitin	treatment
anti-CD180	anti-CD180	treatment
anti-CD40	anti-CD40	treatment
anti-IgD dextran	anti-IgD-dextran	treatment
anti-IgD-dextran	anti-IgD-dextran	treatment
anti-TAF1	anti-TAF1 C413 antibody	treatment
anti-TAF1 C413	anti-TAF1 C413 antibody	treatment
anti-TAF1 C413 antibody	anti-TAF1 C413 antibody	treatment
anti-sense	antisense	treatment
antiCD180	anti-CD180	treatment
antiCD40	anti-CD40	treatment
antiIgD dextran	anti-IgD-dextran	treatment
antiIgD-dextran	anti-IgD-dextran	treatment
antiTAF1	anti-TAF1 C413 antibody	treatment
antiTAF1 C413 antibody	anti-TAF1 C413 antibody	treatment
aortic endothelial cells	HAEC	cell_type
aux	auxin	treatment
auxin	auxin	treatment
bacteria	whole bacteria	cell_type
bat	M. velifer	organism
beta estradiol withdrawal	17-beta-estradiol withdrawal	treatment
beta-estradiol	17-beta-estradiol	treatment
blood	blood	tissue
bloodhound	bloodhound	strain
bone	bone	tissue
bone marrow derived macrophage	bone marrow derived macrophage	cell_type
boxer	boxer	strain
brain	brain	cell_type
brain	brain	tissue
breast	breast	tissue
bromouridine	bromouridine	treatment
brown adipose tissue	brown adipose tissue	cell_type
calcimycin	A23187	treatment
camptothecin	camptothecin	treatment
canFam4	canFam4	genome_build
cardiomyoblast	cardiomyoblast	cell_origin_type
cardiomyocyte	cardiomyocyte	cell_type
cassava	M. esculenta	organism
cdk9T120G::hphMX6 lsk1F353G::kanMX6 leu1-32 ura4-D18 his3-D1 ade6-M210 h+	cdk9T120G::hphMX6 lsk1F353G::kanMX6 leu1-32 ura4-D18 his3-D1 ade6-M210 h+	genotype
